age,gender,country,account_age_months,subscription_type,monthly_fee,primary_device,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,days_since_last_login,churned,churn_probability,risk_segment
53,Male,USA,23,Standard,14.72,Laptop,600,15,0,50,54,1,0.756951852,High Risk
38,Male,Australia,27,Basic,10.01,Mobile,490,16,0,70,17,0,0.010907902,Low Risk
30,Female,Australia,50,Basic,9.54,Mobile,592,10,0,93,5,0,0.057362242,Low Risk
28,Female,USA,37,Standard,13.35,Mobile,367,12,11,64,31,0,0.040685973,Low Risk
25,Male,Brazil,33,Basic,8.39,Tablet,600,11,13,50,38,0,0.148254657,Low Risk
63,Male,UK,31,Basic,11.42,Laptop,378,10,2,96,31,0,0.205921413,Low Risk
63,Female,USA,52,Standard,15.46,Tablet,600,18,6,21,4,0,0.064917168,Low Risk
31,Male,Spain,49,Basic,8.74,Tablet,211,4,8,75,42,0,0.355362266,Medium Risk
50,Male,Brazil,58,Basic,10.88,Mobile,236,5,3,99,39,1,0.626021898,High Risk
19,Male,Brazil,48,Basic,11.54,Tablet,79,2,1,89,54,1,0.875575531,Critical Risk
18,Female,USA,40,Premium,21.96,Laptop,344,12,9,47,48,1,0.586120951,Medium Risk
28,Male,Mexico,57,Basic,10.81,Tablet,481,9,9,32,54,1,0.747349824,High Risk
23,Female,India,7,Premium,21.06,Tablet,171,3,3,50,23,1,0.794412407,High Risk
49,Female,France,29,Basic,9.47,Laptop,382,9,7,70,31,0,0.065081596,Low Risk
32,Male,France,6,Standard,16.07,Tablet,531,11,0,48,55,1,0.88141777,Critical Risk
29,Female,UK,2,Premium,18.08,Tablet,588,10,2,94,23,1,0.219901314,Low Risk
54,Female,Mexico,23,Standard,14.83,Mobile,318,12,6,99,7,0,0.049601078,Low Risk
46,Male,USA,38,Standard,16.49,Smart TV,418,17,7,35,26,0,0.163874824,Low Risk
61,Other,USA,3,Basic,8.43,Smart TV,404,17,5,83,36,0,0.046894595,Low Risk
39,Male,Australia,45,Standard,13.71,Mobile,175,3,10,54,42,1,0.790649511,High Risk
63,Male,Germany,26,Basic,8.09,Tablet,449,9,2,93,23,0,0.113487798,Low Risk
31,Female,Canada,22,Standard,16.82,Mobile,49,1,3,28,51,1,0.989602057,Critical Risk
36,Male,Spain,13,Basic,8.32,Laptop,488,12,11,86,57,0,0.137128772,Low Risk
22,Female,Canada,5,Standard,13.93,Laptop,462,11,4,84,23,0,0.079790024,Low Risk
52,Female,UK,36,Premium,19.15,Tablet,496,9,5,46,35,0,0.346577731,Medium Risk
42,Female,Spain,17,Basic,9.89,Laptop,600,17,10,25,56,0,0.255638864,Low Risk
55,Male,Germany,54,Standard,16.03,Mobile,45,2,14,59,15,0,0.138496636,Low Risk
26,Male,Mexico,31,Basic,9.25,Mobile,600,17,8,48,28,0,0.024592054,Low Risk
24,Female,Spain,18,Standard,16.64,Smart TV,49,1,3,48,13,0,0.646118542,High Risk
35,Male,Germany,28,Standard,16.06,Tablet,284,7,12,84,17,0,0.027037445,Low Risk
19,Female,Mexico,41,Basic,11.42,Smart TV,600,19,7,75,11,0,0.007341005,Low Risk
27,Other,Canada,28,Basic,11.98,Mobile,39,1,5,84,19,0,0.201856497,Low Risk
61,Male,India,48,Standard,16.18,Laptop,600,19,0,74,11,0,0.019208277,Low Risk
19,Female,Australia,5,Basic,10.87,Smart TV,580,14,0,24,8,0,0.04563235,Low Risk
62,Male,Spain,9,Basic,9.86,Smart TV,117,3,0,78,19,0,0.144079115,Low Risk
25,Female,Brazil,25,Standard,15.24,Tablet,600,18,3,55,20,0,0.029940119,Low Risk
24,Female,Spain,19,Premium,18.96,Laptop,541,13,11,36,38,1,0.222494843,Low Risk
52,Female,Australia,11,Standard,14.28,Tablet,600,15,4,42,54,1,0.574981414,Medium Risk
40,Male,India,26,Basic,8.11,Smart TV,270,12,12,62,32,0,0.093475032,Low Risk
25,Female,France,51,Standard,14.27,Laptop,521,10,2,80,51,1,0.712686913,High Risk
38,Female,USA,12,Basic,11.98,Laptop,78,2,3,44,27,0,0.563254132,Medium Risk
50,Male,Canada,45,Premium,18.83,Smart TV,107,3,10,71,14,0,0.074856928,Low Risk
64,Male,Canada,36,Premium,19.47,Tablet,600,19,11,76,0,0,0.006354138,Low Risk
18,Male,Canada,33,Basic,11.64,Laptop,440,11,7,64,41,0,0.31008756,Medium Risk
29,Female,Canada,7,Standard,13.74,Laptop,371,7,13,96,40,0,0.330000912,Medium Risk
28,Male,Brazil,2,Premium,19.24,Laptop,30,1,2,28,52,1,0.986883883,Critical Risk
47,Female,Brazil,4,Basic,10.26,Tablet,600,15,12,94,52,0,0.067380345,Low Risk
21,Male,India,19,Standard,13.56,Tablet,360,7,3,20,11,0,0.215078861,Low Risk
51,Female,Australia,5,Premium,18.65,Mobile,397,7,5,34,16,1,0.408917367,Medium Risk
40,Male,Brazil,43,Premium,21.5,Mobile,297,5,2,71,26,1,0.390450892,Medium Risk
49,Other,UK,47,Basic,9.62,Mobile,151,3,9,80,2,0,0.063130181,Low Risk
20,Male,Germany,45,Basic,10.68,Tablet,369,11,10,53,40,0,0.124969451,Low Risk
45,Male,Mexico,51,Standard,15.64,Tablet,45,2,10,31,22,0,0.342865205,Medium Risk
21,Male,Mexico,59,Basic,9.88,Tablet,542,10,5,94,25,0,0.044543705,Low Risk
29,Male,Brazil,2,Standard,15.7,Smart TV,555,16,5,57,55,1,0.645269767,High Risk
41,Female,Spain,28,Standard,13.43,Tablet,34,1,1,61,25,1,0.756457649,High Risk
50,Female,Spain,31,Premium,21.11,Mobile,433,11,1,82,1,0,0.054940827,Low Risk
20,Female,USA,27,Standard,13.03,Smart TV,224,7,12,41,16,0,0.173871525,Low Risk
21,Other,Canada,19,Standard,16.28,Laptop,211,8,14,73,16,0,0.067702056,Low Risk
47,Male,France,40,Standard,15.45,Tablet,52,2,8,62,7,0,0.108047483,Low Risk
23,Other,Canada,6,Basic,9.7,Laptop,194,7,0,84,40,0,0.711562472,High Risk
47,Male,USA,22,Standard,16.08,Mobile,123,6,0,34,16,1,0.532422132,Medium Risk
25,Female,UK,43,Basic,8.19,Smart TV,600,17,14,80,20,0,0.00129689,Low Risk
35,Male,Mexico,32,Standard,15.67,Mobile,531,10,12,94,57,0,0.340145584,Medium Risk
33,Female,India,16,Standard,16.45,Laptop,294,9,1,42,23,1,0.434454903,Medium Risk
23,Female,Mexico,17,Basic,10.85,Laptop,119,2,5,55,48,1,0.858322795,Critical Risk
41,Female,USA,16,Standard,15.19,Mobile,213,8,12,82,1,0,0.028448291,Low Risk
45,Female,France,33,Basic,10.65,Tablet,600,18,12,99,1,0,0.002307615,Low Risk
49,Male,Germany,27,Standard,14.05,Laptop,148,7,0,27,11,0,0.338351731,Medium Risk
42,Female,Brazil,32,Basic,8.98,Tablet,458,12,0,43,9,0,0.166728302,Low Risk
45,Female,USA,15,Standard,14.77,Smart TV,600,14,8,79,21,0,0.011796305,Low Risk
38,Male,Australia,54,Basic,10.51,Tablet,512,15,14,56,43,0,0.107796193,Low Risk
25,Female,France,7,Standard,14.85,Tablet,472,16,7,43,39,0,0.148473888,Low Risk
53,Female,France,9,Standard,15.63,Tablet,421,8,2,59,51,1,0.897739257,Critical Risk
26,Female,France,36,Premium,21.41,Mobile,126,6,6,75,43,1,0.706422533,High Risk
57,Male,Spain,30,Standard,15.52,Tablet,410,8,1,44,43,1,0.836841876,Critical Risk
38,Male,Spain,50,Standard,14.85,Smart TV,103,2,11,60,56,1,0.849918806,Critical Risk
18,Female,France,8,Standard,13.31,Smart TV,421,12,3,78,57,1,0.517633794,Medium Risk
21,Male,UK,12,Premium,18.84,Smart TV,400,10,1,73,15,0,0.107443934,Low Risk
27,Female,France,59,Basic,8.36,Laptop,299,8,10,45,11,0,0.062333952,Low Risk
43,Female,India,38,Standard,13.79,Smart TV,600,16,6,63,47,0,0.280215354,Low Risk
57,Female,India,4,Standard,16.66,Tablet,455,13,14,31,24,0,0.069889342,Low Risk
20,Female,UK,19,Premium,20.41,Smart TV,492,12,2,44,55,1,0.789500727,High Risk
61,Female,Germany,12,Basic,9.57,Smart TV,42,2,6,58,24,1,0.713196774,High Risk
26,Male,India,35,Basic,11.63,Laptop,288,8,3,68,9,0,0.050383654,Low Risk
49,Male,Canada,12,Basic,11.75,Laptop,523,14,3,93,58,0,0.370906752,Medium Risk
20,Female,Brazil,58,Basic,11.45,Laptop,587,14,3,63,13,0,0.023973765,Low Risk
21,Female,Australia,54,Basic,10.56,Tablet,489,18,8,99,32,0,0.03297905,Low Risk
23,Male,UK,30,Standard,13.66,Mobile,440,10,12,86,16,0,0.023538287,Low Risk
26,Female,Australia,14,Basic,11.98,Laptop,460,19,12,73,34,0,0.03716692,Low Risk
43,Male,Brazil,41,Standard,15.44,Smart TV,533,10,0,54,11,0,0.095345602,Low Risk
19,Male,France,44,Standard,15.1,Mobile,384,10,4,64,46,0,0.512330044,Medium Risk
19,Male,France,49,Standard,14.41,Laptop,600,18,4,49,35,0,0.085412974,Low Risk
38,Female,Mexico,48,Premium,21.86,Mobile,186,6,1,20,5,0,0.271768732,Low Risk
39,Male,Mexico,50,Premium,18.93,Laptop,167,7,1,37,17,0,0.497678894,Medium Risk
20,Female,Australia,28,Standard,14.15,Mobile,600,18,5,95,58,0,0.260548395,Low Risk
52,Female,Germany,30,Basic,9.94,Mobile,380,14,1,59,10,0,0.025904682,Low Risk
55,Female,Mexico,9,Basic,10.87,Laptop,104,4,12,99,29,0,0.111077945,Low Risk
50,Male,Spain,32,Standard,14.42,Smart TV,600,13,14,68,33,0,0.04639744,Low Risk
32,Female,Canada,30,Standard,16.77,Laptop,331,13,5,60,20,0,0.131469904,Low Risk
28,Female,Australia,14,Standard,13.84,Laptop,600,19,5,29,53,1,0.731759173,High Risk
27,Female,France,54,Standard,15.13,Smart TV,170,8,0,76,33,1,0.475288835,Medium Risk
53,Female,Canada,44,Basic,9.79,Smart TV,223,4,7,82,27,0,0.115228544,Low Risk
31,Female,Brazil,4,Premium,21.53,Mobile,352,9,10,20,54,1,0.835037493,Critical Risk
19,Male,Brazil,34,Standard,13.17,Tablet,600,13,14,75,28,0,0.016664816,Low Risk
62,Female,Germany,23,Standard,13.66,Mobile,417,12,8,26,10,0,0.038511457,Low Risk
61,Female,USA,1,Standard,13.18,Smart TV,69,3,3,28,6,0,0.258256206,Low Risk
54,Female,Canada,1,Standard,15.59,Mobile,378,11,7,87,33,0,0.052091825,Low Risk
46,Female,Australia,17,Premium,21.46,Mobile,342,11,9,90,56,1,0.591345269,Medium Risk
52,Female,Spain,51,Standard,16.7,Smart TV,84,2,2,82,42,1,0.83688264,Critical Risk
37,Male,Mexico,4,Standard,16.07,Tablet,389,8,3,43,33,1,0.705949558,High Risk
38,Male,Mexico,55,Standard,15.65,Tablet,177,3,1,61,34,1,0.740254537,High Risk
51,Male,UK,44,Standard,14.49,Tablet,359,13,10,69,56,0,0.211682792,Low Risk
60,Male,Spain,53,Standard,15.46,Mobile,112,2,5,97,36,1,0.575756396,Medium Risk
50,Female,UK,50,Standard,13.7,Tablet,600,18,10,53,23,0,0.012089578,Low Risk
36,Female,USA,10,Basic,9.78,Mobile,162,4,12,25,42,0,0.833615118,Critical Risk
25,Male,UK,19,Standard,13.73,Laptop,468,10,10,31,39,1,0.604722392,High Risk
48,Female,France,1,Basic,10.24,Smart TV,48,1,11,26,32,1,0.808755309,Critical Risk
28,Female,Spain,1,Basic,10.76,Smart TV,68,2,1,93,14,0,0.286141391,Low Risk
25,Male,USA,33,Standard,13.85,Smart TV,476,11,5,26,34,1,0.534035246,Medium Risk
42,Female,Spain,47,Basic,8.64,Laptop,88,2,6,50,39,1,0.896212501,Critical Risk
37,Female,Mexico,59,Premium,21.11,Smart TV,106,5,10,69,1,0,0.066564467,Low Risk
55,Female,India,58,Standard,15.43,Mobile,86,2,0,49,29,1,0.904261008,Critical Risk
24,Male,USA,19,Premium,18.37,Laptop,600,15,10,21,42,0,0.26510756,Low Risk
30,Male,Spain,17,Standard,16.7,Laptop,563,12,13,76,24,0,0.023226328,Low Risk
56,Male,Mexico,33,Standard,14.09,Tablet,399,11,13,82,18,0,0.020227123,Low Risk
60,Female,France,27,Basic,11.09,Mobile,234,8,13,71,29,0,0.052245208,Low Risk
27,Male,Germany,52,Basic,10.44,Mobile,600,19,11,38,26,0,0.01373206,Low Risk
25,Female,Spain,11,Standard,16.58,Laptop,141,6,9,22,15,0,0.179254175,Low Risk
59,Female,Australia,58,Standard,16.49,Mobile,214,10,11,91,51,0,0.373748593,Medium Risk
60,Female,Australia,55,Basic,8.93,Tablet,326,13,0,81,22,0,0.054929125,Low Risk
37,Male,Germany,13,Premium,18.81,Smart TV,304,6,11,46,52,1,0.68952593,High Risk
34,Female,UK,50,Standard,13.33,Mobile,231,10,4,77,38,0,0.449123434,Medium Risk
28,Female,India,10,Basic,10.45,Mobile,600,15,13,72,12,0,0.001457821,Low Risk
33,Male,Brazil,37,Standard,16.91,Laptop,600,17,2,59,48,0,0.389898445,Medium Risk
54,Female,USA,45,Standard,14.56,Laptop,254,8,6,25,37,1,0.683607424,High Risk
59,Female,USA,13,Standard,16.19,Laptop,56,2,6,50,10,0,0.198979213,Low Risk
49,Male,UK,10,Standard,15.04,Laptop,585,10,2,60,31,1,0.293083266,Low Risk
43,Female,UK,59,Basic,9.1,Mobile,534,16,3,60,12,0,0.03220457,Low Risk
54,Male,Spain,10,Standard,13.02,Mobile,59,1,5,49,27,0,0.48881835,Medium Risk
26,Female,USA,54,Premium,19.31,Laptop,540,15,2,56,29,1,0.277150858,Low Risk
52,Male,Mexico,14,Standard,16.02,Smart TV,266,7,0,38,41,1,0.929430801,Critical Risk
20,Female,India,3,Standard,16.73,Mobile,581,10,12,59,25,0,0.037178891,Low Risk
48,Male,Australia,6,Basic,9.8,Smart TV,487,10,1,52,48,0,0.464714044,Medium Risk
59,Male,Canada,27,Standard,13.66,Laptop,337,8,3,53,42,1,0.854892013,Critical Risk
24,Male,France,8,Standard,15.47,Tablet,528,12,13,85,43,0,0.081061483,Low Risk
19,Female,France,27,Standard,16.41,Laptop,361,13,7,61,56,0,0.58131903,Medium Risk
42,Male,USA,44,Standard,15.3,Tablet,340,8,10,38,50,1,0.808097707,Critical Risk
57,Female,Germany,16,Premium,20.22,Laptop,165,7,3,31,16,1,0.537239712,Medium Risk
29,Female,Brazil,57,Standard,15.75,Mobile,316,8,7,41,16,0,0.178833731,Low Risk
47,Male,Canada,33,Basic,10.99,Laptop,334,7,8,55,25,0,0.211044298,Low Risk
47,Female,Brazil,12,Standard,16.05,Smart TV,542,10,8,96,58,0,0.405129042,Medium Risk
46,Female,France,48,Premium,18.33,Smart TV,458,14,13,90,7,0,0.004952889,Low Risk
58,Female,UK,44,Basic,8.05,Smart TV,204,10,4,65,57,1,0.753175808,High Risk
28,Female,Brazil,36,Basic,11.76,Mobile,598,10,13,60,57,0,0.398990978,Medium Risk
40,Male,USA,53,Standard,13.25,Tablet,238,11,12,38,33,0,0.160308499,Low Risk
34,Female,France,54,Premium,21.55,Tablet,414,11,8,75,48,1,0.385097254,Medium Risk
30,Female,France,16,Basic,9.24,Tablet,59,1,12,57,52,1,0.883960858,Critical Risk
50,Male,Australia,25,Standard,13.3,Mobile,600,11,0,51,33,0,0.224018195,Low Risk
18,Female,Canada,18,Basic,11.18,Tablet,235,8,0,20,3,0,0.162200113,Low Risk
57,Female,France,43,Standard,13.7,Smart TV,484,16,9,73,29,0,0.011470347,Low Risk
30,Female,USA,12,Premium,21.11,Tablet,52,2,11,43,26,0,0.362322668,Medium Risk
55,Female,USA,40,Standard,15.58,Laptop,600,18,0,60,11,0,0.028835855,Low Risk
20,Male,Canada,54,Standard,15.14,Laptop,231,10,11,99,31,0,0.05971455,Low Risk
33,Female,Canada,16,Standard,16.66,Tablet,185,6,4,61,37,1,0.812249997,Critical Risk
59,Male,Brazil,8,Premium,20.06,Laptop,591,10,8,35,54,1,0.822821355,Critical Risk
24,Male,UK,17,Basic,9.26,Smart TV,370,12,9,52,4,0,0.011496564,Low Risk
20,Female,UK,20,Premium,20.53,Laptop,384,8,7,28,49,1,0.847363141,Critical Risk
31,Male,UK,34,Basic,9.93,Mobile,369,11,4,80,58,1,0.521818007,Medium Risk
33,Female,Germany,2,Standard,16.28,Smart TV,478,13,7,77,3,0,0.049510016,Low Risk
21,Female,Australia,27,Basic,9.6,Tablet,46,1,10,94,6,0,0.08648936,Low Risk
48,Male,Germany,6,Premium,18.28,Laptop,60,2,0,37,30,1,0.835636898,Critical Risk
30,Female,Germany,54,Standard,14.57,Laptop,38,1,8,91,13,0,0.105961197,Low Risk
44,Male,Mexico,35,Premium,18.76,Smart TV,214,7,7,40,57,1,0.933660348,Critical Risk
18,Female,Spain,53,Basic,11.44,Mobile,328,11,11,34,5,0,0.036054678,Low Risk
42,Female,India,38,Standard,15.8,Tablet,147,5,11,81,9,0,0.041444944,Low Risk
54,Female,UK,40,Basic,10.98,Tablet,340,10,1,55,15,0,0.089813257,Low Risk
61,Male,Canada,28,Premium,18.29,Laptop,233,7,3,52,48,1,0.935661314,Critical Risk
28,Male,Brazil,59,Standard,14.88,Laptop,387,9,14,88,53,0,0.207418359,Low Risk
26,Female,Germany,53,Premium,19.38,Mobile,116,2,6,55,12,0,0.176491504,Low Risk
24,Male,Spain,7,Basic,10.75,Smart TV,600,17,8,72,21,0,0.009916435,Low Risk
31,Male,USA,11,Basic,10.43,Laptop,521,12,11,94,4,0,0.004340563,Low Risk
47,Female,France,49,Premium,19.25,Laptop,181,4,8,78,38,0,0.388956783,Medium Risk
41,Male,Germany,3,Standard,16.94,Mobile,468,19,2,82,47,1,0.385217475,Medium Risk
20,Male,Mexico,17,Premium,18.24,Laptop,148,4,3,93,35,1,0.73821512,High Risk
56,Female,Spain,7,Premium,21.96,Tablet,157,7,4,39,8,1,0.38255762,Medium Risk
44,Male,Germany,16,Basic,9.57,Smart TV,406,15,7,68,36,0,0.042551787,Low Risk
18,Male,India,5,Standard,15.48,Laptop,252,11,1,53,34,1,0.503642087,Medium Risk
55,Female,Australia,5,Premium,20.01,Laptop,351,17,9,53,9,0,0.024774711,Low Risk
43,Male,USA,43,Basic,8.64,Tablet,458,11,9,50,0,0,0.038466118,Low Risk
23,Male,USA,54,Standard,15.79,Mobile,229,9,5,37,37,0,0.433942563,Medium Risk
59,Male,France,1,Basic,11.68,Mobile,600,13,5,34,18,0,0.059746248,Low Risk
29,Male,USA,56,Premium,20.55,Smart TV,183,5,11,22,17,0,0.211691316,Low Risk
55,Other,UK,6,Basic,10.89,Smart TV,243,7,6,35,0,0,0.127276501,Low Risk
63,Male,Brazil,13,Standard,15.4,Laptop,235,6,9,53,46,1,0.811301169,Critical Risk
52,Female,UK,41,Premium,18.43,Smart TV,497,15,11,46,4,0,0.0146535,Low Risk
27,Male,France,23,Basic,9.76,Mobile,600,13,4,61,12,0,0.039873418,Low Risk
26,Female,USA,53,Standard,14.38,Tablet,287,11,3,55,40,0,0.585824842,Medium Risk
40,Female,USA,23,Basic,8.95,Mobile,527,18,9,98,33,0,0.007443737,Low Risk
47,Female,UK,34,Basic,10.89,Mobile,354,6,9,88,37,0,0.121263854,Low Risk
39,Female,France,28,Basic,10.03,Smart TV,190,8,3,44,26,0,0.435056957,Medium Risk
64,Male,Germany,8,Basic,11.64,Mobile,600,19,9,99,23,0,0.015016109,Low Risk
26,Male,France,53,Basic,10.83,Laptop,38,1,4,69,3,0,0.12214736,Low Risk
36,Other,Brazil,14,Premium,21.79,Laptop,580,10,14,88,37,0,0.090054119,Low Risk
25,Female,UK,4,Basic,9.59,Tablet,557,13,3,92,16,0,0.034749833,Low Risk
21,Male,Germany,5,Standard,15.2,Laptop,558,16,0,46,6,0,0.047177647,Low Risk
22,Female,France,4,Standard,16.52,Laptop,318,13,1,55,17,0,0.172122832,Low Risk
36,Female,UK,38,Premium,20.62,Laptop,291,7,6,51,2,0,0.124667076,Low Risk
63,Male,Brazil,26,Standard,15.6,Mobile,490,10,14,75,56,1,0.500083606,Medium Risk
35,Female,UK,35,Premium,18.07,Tablet,188,4,10,27,56,1,0.857184565,Critical Risk
46,Female,Spain,7,Basic,11.63,Mobile,422,18,5,50,33,0,0.086309014,Low Risk
36,Female,Australia,43,Basic,9.5,Smart TV,600,11,1,23,45,1,0.684659033,High Risk
23,Male,Mexico,40,Basic,11.65,Laptop,436,13,1,95,48,0,0.33224044,Medium Risk
22,Female,India,37,Basic,11.13,Mobile,38,1,13,65,17,1,0.260147221,Low Risk
60,Male,France,11,Standard,16.22,Smart TV,110,3,13,35,36,1,0.808084206,Critical Risk
22,Female,Mexico,23,Basic,9.47,Laptop,600,19,3,97,48,0,0.146074045,Low Risk
25,Male,India,29,Premium,19.59,Smart TV,181,6,13,48,15,0,0.070706016,Low Risk
44,Male,USA,22,Basic,10.95,Mobile,62,2,12,72,30,0,0.300556373,Medium Risk
54,Female,Spain,13,Premium,18.29,Smart TV,600,18,4,79,36,0,0.053556524,Low Risk
60,Male,Australia,27,Basic,8.63,Mobile,165,3,0,43,37,1,0.899865773,Critical Risk
62,Female,Australia,49,Standard,14.69,Laptop,381,8,10,21,21,0,0.102900607,Low Risk
55,Female,Canada,43,Basic,9.33,Smart TV,82,3,1,52,24,1,0.73467628,High Risk
54,Female,Mexico,52,Premium,21.74,Mobile,114,2,4,84,53,1,0.900862703,Critical Risk
35,Male,Mexico,46,Basic,11.78,Mobile,72,3,6,83,11,0,0.060114708,Low Risk
43,Female,France,13,Premium,18.7,Smart TV,206,7,0,63,30,1,0.684712009,High Risk
59,Female,UK,23,Premium,20.35,Smart TV,85,2,5,63,19,1,0.386569145,Medium Risk
33,Female,India,44,Premium,21.4,Tablet,600,17,2,45,31,0,0.104192743,Low Risk
39,Female,France,4,Premium,18.23,Mobile,579,10,12,69,1,0,0.009532405,Low Risk
63,Male,Germany,33,Premium,20.38,Tablet,533,14,2,66,43,1,0.469050833,Medium Risk
40,Female,Brazil,15,Basic,11.89,Laptop,551,12,4,79,50,0,0.296657515,Low Risk
64,Female,India,40,Standard,14.2,Tablet,130,3,9,74,30,1,0.428247551,Medium Risk
20,Female,Australia,27,Basic,8.24,Smart TV,600,16,14,49,58,0,0.142611925,Low Risk
20,Female,Germany,59,Basic,9.36,Smart TV,223,5,13,66,56,1,0.673291857,High Risk
29,Female,USA,38,Basic,9.34,Smart TV,323,16,10,55,36,0,0.046896731,Low Risk
40,Female,Mexico,26,Standard,13.48,Mobile,556,12,12,82,36,0,0.08459803,Low Risk
64,Female,India,46,Premium,21.01,Mobile,36,1,12,66,57,1,0.906951606,Critical Risk
28,Female,Germany,39,Premium,18.41,Laptop,600,12,4,47,19,0,0.089936204,Low Risk
59,Female,France,12,Standard,16.96,Laptop,600,18,12,30,41,0,0.102222108,Low Risk
64,Male,Spain,46,Basic,8.1,Laptop,176,3,6,33,41,1,0.88482312,Critical Risk
63,Female,Brazil,12,Basic,9.31,Mobile,200,4,3,50,40,1,0.880411049,Critical Risk
46,Female,India,49,Standard,14.22,Laptop,348,7,7,27,4,0,0.118440582,Low Risk
23,Male,Germany,9,Basic,9.99,Smart TV,89,4,6,82,57,1,0.892041671,Critical Risk
63,Male,India,27,Premium,18.98,Laptop,386,13,2,97,42,0,0.379394892,Medium Risk
33,Male,France,19,Basic,8.96,Mobile,107,3,7,46,12,0,0.148273556,Low Risk
51,Male,Canada,6,Standard,16.37,Smart TV,557,14,10,29,41,0,0.250690801,Low Risk
54,Female,Germany,40,Premium,18.82,Smart TV,212,5,3,38,35,1,0.863130325,Critical Risk
28,Male,Australia,28,Standard,15.16,Mobile,222,9,12,81,41,0,0.14093412,Low Risk
28,Female,UK,50,Standard,15.79,Tablet,600,17,13,54,41,0,0.04569698,Low Risk
42,Female,France,33,Premium,21.58,Tablet,252,8,14,98,58,0,0.365496423,Medium Risk
36,Female,Germany,38,Premium,20.77,Mobile,342,12,2,79,15,0,0.070553059,Low Risk
49,Male,UK,22,Premium,19.68,Tablet,600,11,1,89,53,0,0.449698398,Medium Risk
25,Female,Mexico,32,Basic,11.42,Smart TV,600,14,12,94,23,0,0.006285898,Low Risk
29,Male,UK,9,Standard,16.89,Tablet,568,11,5,65,5,0,0.046418798,Low Risk
58,Male,Spain,32,Basic,10.95,Smart TV,177,6,14,91,28,0,0.063404147,Low Risk
52,Male,Germany,31,Basic,8.85,Tablet,600,18,9,87,5,0,0.003754438,Low Risk
23,Male,Spain,21,Basic,10,Smart TV,167,8,14,40,23,0,0.09706616,Low Risk
38,Male,France,19,Basic,9.53,Smart TV,57,1,14,73,39,0,0.467742686,Medium Risk
43,Male,Spain,32,Basic,9.11,Laptop,568,11,4,71,13,0,0.027880036,Low Risk
18,Male,India,21,Standard,15.04,Tablet,600,15,8,40,14,0,0.021784252,Low Risk
34,Female,Brazil,16,Premium,19.53,Laptop,92,2,3,51,19,1,0.777701021,High Risk
52,Female,Brazil,15,Standard,16.78,Mobile,589,11,12,98,25,0,0.022280347,Low Risk
44,Female,USA,23,Premium,18.37,Smart TV,414,7,8,20,54,1,0.913101327,Critical Risk
19,Female,Spain,34,Basic,8.77,Laptop,158,6,9,72,31,0,0.263519386,Low Risk
53,Male,Germany,27,Standard,15.56,Mobile,542,10,5,24,8,0,0.087398264,Low Risk
18,Female,USA,8,Premium,21.04,Mobile,600,16,13,39,22,0,0.044432156,Low Risk
27,Male,Mexico,27,Premium,21.07,Laptop,251,8,14,20,0,0,0.117522221,Low Risk
48,Male,Germany,4,Basic,9.82,Mobile,566,10,8,28,23,0,0.078524599,Low Risk
54,Male,Germany,50,Basic,10.39,Mobile,515,12,12,86,52,0,0.114966531,Low Risk
22,Male,Brazil,55,Standard,16.93,Smart TV,114,3,11,63,40,1,0.686864711,High Risk
58,Male,Canada,43,Basic,8.13,Mobile,485,13,1,77,40,1,0.363354976,Medium Risk
63,Female,Canada,54,Standard,15.54,Tablet,600,19,3,68,57,0,0.465274743,Medium Risk
30,Female,USA,13,Basic,9.43,Tablet,387,11,1,44,8,0,0.089215724,Low Risk
62,Male,Canada,16,Basic,8.98,Smart TV,600,17,13,44,2,0,0.00587323,Low Risk
41,Female,USA,39,Basic,10.01,Smart TV,425,9,4,87,58,1,0.614741937,High Risk
44,Female,Mexico,23,Basic,9.18,Smart TV,326,11,5,49,30,0,0.195095965,Low Risk
18,Male,Australia,4,Basic,8.35,Mobile,180,6,9,99,18,0,0.042950719,Low Risk
37,Female,UK,38,Premium,19.53,Smart TV,263,5,9,47,55,1,0.902801221,Critical Risk
25,Female,Canada,33,Standard,13.61,Laptop,600,15,6,24,1,0,0.04263824,Low Risk
20,Female,Mexico,28,Premium,18.94,Mobile,600,12,5,21,27,0,0.239413086,Low Risk
49,Female,Brazil,17,Standard,13.78,Smart TV,600,18,5,33,13,0,0.039584759,Low Risk
61,Female,Canada,27,Standard,15.48,Mobile,42,2,0,47,40,1,0.982751921,Critical Risk
42,Female,Australia,28,Premium,18.88,Tablet,267,6,11,38,19,0,0.123099921,Low Risk
42,Other,Mexico,18,Standard,13.09,Mobile,37,1,7,79,20,0,0.158240996,Low Risk
31,Male,Mexico,13,Premium,19.25,Tablet,105,3,8,30,17,1,0.536282324,Medium Risk
60,Female,India,16,Basic,10.91,Tablet,40,1,0,79,41,1,0.930400533,Critical Risk
44,Female,Spain,53,Standard,16.09,Tablet,168,7,9,40,21,0,0.266591572,Low Risk
49,Male,Brazil,23,Basic,9.1,Smart TV,600,19,12,85,53,0,0.047666858,Low Risk
44,Female,India,40,Standard,16.17,Laptop,372,12,5,33,5,0,0.088447213,Low Risk
21,Other,Australia,47,Premium,21.29,Mobile,209,4,5,98,33,1,0.546979299,Medium Risk
